stature,weightkg,SizeShirt,SizePants
177,89,L/XL,S/M
166,74,M/L,XS/S
174,84,L/XL,S/M
179,75,M/L,XS/S
170,110,XL/XXL,M/L
168,72,M/L,XS/S
182,88,L/XL,S/M
168,66,M/L,XS/S
180,85,L/XL,S/M
166,73,M/L,XS/S
172,68,M/L,XS/S
182,92,L/XL,S/M
168,76,L/XL,S/M
170,80,L/XL,S/M
169,92,L/XL,S/M
179,91,L/XL,S/M
179,79,L/XL,S/M
173,74,M/L,XS/S
177,72,M/L,XS/S
177,68,M/L,XS/S
184,89,L/XL,S/M
173,69,M/L,XS/S
171,68,M/L,XS/S
164,75,M/L,XS/S
170,82,L/XL,S/M
168,80,L/XL,S/M
181,93,L/XL,S/M
172,76,L/XL,S/M
178,95,L/XL,S/M
178,69,M/L,XS/S
178,81,L/XL,S/M
177,84,L/XL,S/M
174,73,M/L,XS/S
177,79,L/XL,S/M
177,96,XL/XXL,M/L
173,104,XL/XXL,M/L
174,87,L/XL,S/M
170,70,M/L,XS/S
172,97,XL/XXL,M/L
176,103,XL/XXL,M/L
171,96,XL/XXL,M/L
187,78,XL/XXL,M/L
170,83,L/XL,S/M
172,69,M/L,XS/S
170,95,L/XL,S/M
170,94,L/XL,S/M
178,80,L/XL,S/M
179,91,L/XL,S/M
177,85,L/XL,S/M
165,74,M/L,XS/S
178,98,XL/XXL,M/L
174,92,L/XL,S/M
175,84,L/XL,S/M
169,78,L/XL,S/M
172,96,XL/XXL,M/L
166,86,L/XL,S/M
181,95,L/XL,S/M
178,87,L/XL,S/M
185,89,L/XL,S/M
165,60,S/M,XXS/XS
170,79,L/XL,S/M
196,98,XXL/XXXL,L/XL
173,74,M/L,XS/S
173,95,L/XL,S/M
183,95,L/XL,S/M
169,84,L/XL,S/M
180,87,L/XL,S/M
183,104,XL/XXL,M/L
176,66,M/L,XS/S
172,82,L/XL,S/M
175,84,L/XL,S/M
181,87,L/XL,S/M
180,80,L/XL,S/M
191,98,XXL/XXXL,L/XL
177,78,L/XL,S/M
180,95,L/XL,S/M
179,67,M/L,XS/S
175,68,M/L,XS/S
178,84,L/XL,S/M
179,82,L/XL,S/M
186,93,L/XL,S/M
182,106,XL/XXL,M/L
179,86,L/XL,S/M
191,85,XXL/XXXL,L/XL
169,75,M/L,XS/S
182,93,L/XL,S/M
171,84,L/XL,S/M
178,95,L/XL,S/M
167,75,M/L,XS/S
169,77,L/XL,S/M
180,73,M/L,XS/S
180,84,L/XL,S/M
186,101,XL/XXL,M/L
166,74,M/L,XS/S
163,77,L/XL,S/M
167,83,L/XL,S/M
189,94,XL/XXL,M/L
182,98,XL/XXL,M/L
168,74,M/L,XS/S
179,91,L/XL,S/M
179,88,L/XL,S/M
182,101,XL/XXL,M/L
178,67,M/L,XS/S
170,72,M/L,XS/S
187,118,XXL/XXXL,L/XL
189,82,XL/XXL,M/L
173,78,L/XL,S/M
170,78,L/XL,S/M
174,71,M/L,XS/S
172,83,L/XL,S/M
183,77,L/XL,S/M
171,73,M/L,XS/S
168,77,L/XL,S/M
168,72,M/L,XS/S
169,75,M/L,XS/S
178,89,L/XL,S/M
181,134,XXL/XXXL,XL/XXL
174,87,L/XL,S/M
167,67,M/L,XS/S
181,84,L/XL,S/M
178,101,XL/XXL,M/L
176,80,L/XL,S/M
166,69,M/L,XS/S
173,94,L/XL,S/M
170,79,L/XL,S/M
163,73,M/L,XS/S
170,85,L/XL,S/M
171,103,XL/XXL,M/L
166,75,M/L,XS/S
179,93,L/XL,S/M
179,95,L/XL,S/M
169,66,M/L,XS/S
178,93,L/XL,S/M
176,86,L/XL,S/M
166,78,L/XL,S/M
172,72,M/L,XS/S
164,73,M/L,XS/S
172,83,L/XL,S/M
164,79,L/XL,S/M
177,70,M/L,XS/S
178,88,L/XL,S/M
170,70,M/L,XS/S
178,75,M/L,XS/S
175,95,L/XL,S/M
181,78,L/XL,S/M
170,98,XL/XXL,M/L
170,71,M/L,XS/S
172,64,S/M,XXS/XS
176,78,L/XL,S/M
165,73,M/L,XS/S
180,100,XL/XXL,M/L
187,96,XL/XXL,M/L
181,80,L/XL,S/M
174,79,L/XL,S/M
168,68,M/L,XS/S
165,65,S/M,XXS/XS
176,84,L/XL,S/M
174,58,S/M,XXS/XS
173,73,M/L,XS/S
175,67,M/L,XS/S
156,62,S/M,XXS/XS
170,73,M/L,XS/S
171,84,L/XL,S/M
187,79,XL/XXL,M/L
172,85,L/XL,S/M
178,84,L/XL,S/M
168,67,M/L,XS/S
176,89,L/XL,S/M
169,83,L/XL,S/M
171,73,M/L,XS/S
182,98,XL/XXL,M/L
