stature,weightkg,SizeShirt,SizePants
163,85,XL/XXL,XXL/XXXL
169,60,XS/S,S/M
166,65,XS/S,S/M
171,71,M/L,L/XL
159,61,XS/S,S/M
165,100,XL/XXL,XXL/XXXL
158,79,L/XL,XL/XXL
165,67,S/M,M/L
166,74,M/L,L/XL
149,50,XXS,XXS
163,58,XXS/XS,XXS/XS
165,69,S/M,M/L
159,59,XXS/XS,XXS/XS
171,80,L/XL,XL/XXL
172,78,L/XL,XL/XXL
174,79,L/XL,XL/XXL
170,74,M/L,L/XL
168,74,M/L,L/XL
158,56,XXS/XS,XXS/XS
161,82,XL/XXL,XXL/XXXL
165,77,L/XL,XL/XXL
167,75,M/L,L/XL
177,88,XL/XXL,XXL/XXXL
157,66,S/M,M/L
171,84,XL/XXL,XXL/XXXL
152,55,XXS,XXS
165,98,XL/XXL,XXL/XXXL
153,53,XXS,XXS
156,58,XXS/XS,XXS/XS
156,68,S/M,M/L
171,72,M/L,L/XL
163,75,M/L,L/XL
163,73,M/L,L/XL
175,70,S/M,M/L
161,59,XXS/XS,XXS/XS
174,83,XL/XXL,XXL/XXXL
156,63,XS/S,S/M
166,54,XXS/XS,XXS/XS
161,61,XS/S,S/M
165,82,XL/XXL,XXL/XXXL
162,68,S/M,M/L
166,57,XXS/XS,XXS/XS
168,61,XS/S,S/M
167,67,S/M,M/L
162,55,XXS/XS,XXS/XS
167,58,XXS/XS,XXS/XS
161,59,XXS/XS,XXS/XS
155,51,XXS,XXS
164,59,XXS/XS,XXS/XS
173,67,S/M,M/L
152,52,XXS,XXS
167,56,XXS/XS,XXS/XS
158,77,L/XL,XL/XXL
164,73,M/L,L/XL
171,66,S/M,M/L
162,71,M/L,L/XL
163,59,XXS/XS,XXS/XS
171,68,S/M,M/L
173,77,L/XL,XL/XXL
172,69,S/M,M/L
168,75,M/L,L/XL
168,64,XS/S,S/M
168,84,XL/XXL,XXL/XXXL
182,68,L/XL,XL/XXL
167,64,XS/S,S/M
172,68,S/M,M/L
161,65,XS/S,S/M
149,46,XXS,XXS
161,61,XS/S,S/M
177,92,XL/XXL,XXL/XXXL
158,66,S/M,M/L
173,82,XL/XXL,XXL/XXXL
166,59,XXS/XS,XXS/XS
158,72,M/L,L/XL
171,77,L/XL,XL/XXL
165,61,XS/S,S/M
164,68,S/M,M/L
172,68,S/M,M/L
157,58,XXS/XS,XXS/XS
167,74,M/L,L/XL
158,82,XL/XXL,XXL/XXXL
158,55,XXS,XXS
167,64,XS/S,S/M
158,56,XXS/XS,XXS/XS
163,58,XXS/XS,XXS/XS
158,59,XXS/XS,XXS/XS
165,78,L/XL,XL/XXL
155,65,XS/S,S/M
173,83,XL/XXL,XXL/XXXL
150,64,XS/S,S/M
161,80,L/XL,XL/XXL
164,67,S/M,M/L
172,84,XL/XXL,XXL/XXXL
166,78,L/XL,XL/XXL
151,55,XXS,XXS
170,83,XL/XXL,XXL/XXXL
162,69,S/M,M/L
160,78,L/XL,XL/XXL
174,85,XL/XXL,XXL/XXXL
158,67,S/M,M/L
166,64,XS/S,S/M
169,61,XS/S,S/M
173,84,XL/XXL,XXL/XXXL
164,79,L/XL,XL/XXL
158,72,M/L,L/XL
154,64,XS/S,S/M
165,75,M/L,L/XL
152,55,XXS,XXS
165,77,L/XL,XL/XXL
176,76,L/XL,XL/XXL
160,78,L/XL,XL/XXL
160,71,M/L,L/XL
173,67,S/M,M/L
166,73,M/L,L/XL
158,75,M/L,L/XL
174,77,L/XL,XL/XXL
167,81,XL/XXL,XXL/XXXL
168,66,S/M,M/L
173,79,L/XL,XL/XXL
168,76,L/XL,XL/XXL
171,65,XS/S,S/M
154,51,XXS,XXS
163,59,XXS/XS,XXS/XS
156,65,XS/S,S/M
153,50,XXS,XXS
158,68,S/M,M/L
164,62,XS/S,S/M
166,56,XXS/XS,XXS/XS
165,66,S/M,M/L
173,68,S/M,M/L
174,79,L/XL,XL/XXL
159,90,XL/XXL,XXL/XXXL
162,78,L/XL,XL/XXL
162,70,S/M,M/L
151,50,XXS,XXS
152,62,XS/S,S/M
155,66,S/M,M/L
173,92,XL/XXL,XXL/XXXL
160,67,S/M,M/L
159,54,XXS,XXS
174,78,L/XL,XL/XXL
168,59,XXS/XS,XXS/XS
175,76,L/XL,XL/XXL
161,70,S/M,M/L
162,70,S/M,M/L
164,58,XXS/XS,XXS/XS
170,59,XS/S,S/M
158,75,M/L,L/XL
163,66,S/M,M/L
152,68,S/M,M/L
166,75,M/L,L/XL
163,61,XS/S,S/M
174,73,M/L,L/XL
170,70,S/M,M/L
161,75,M/L,L/XL
167,73,M/L,L/XL
163,64,XS/S,S/M
167,59,XXS/XS,XXS/XS
161,56,XXS/XS,XXS/XS
168,59,XXS/XS,XXS/XS
159,63,XS/S,S/M
161,58,XXS/XS,XXS/XS
168,74,M/L,L/XL
172,86,XL/XXL,XXL/XXXL
160,60,XXS/XS,XXS/XS
158,50,XXS,XXS
156,54,XXS,XXS
154,53,XXS,XXS
161,69,S/M,M/L
174,71,M/L,L/XL
155,70,S/M,M/L
165,69,S/M,M/L
158,65,XS/S,S/M
164,63,XS/S,S/M
153,69,S/M,M/L
161,59,XXS/XS,XXS/XS
170,69,S/M,M/L
168,79,L/XL,XL/XXL
165,61,XS/S,S/M
164,67,S/M,M/L
167,54,XXS/XS,XXS/XS
149,64,XS/S,S/M
171,88,XL/XXL,XXL/XXXL
153,63,XS/S,S/M
166,76,L/XL,XL/XXL
157,65,XS/S,S/M
166,83,XL/XXL,XXL/XXXL
161,65,XS/S,S/M
158,62,XS/S,S/M
164,99,XL/XXL,XXL/XXXL
164,74,M/L,L/XL
167,64,XS/S,S/M
167,54,XXS/XS,XXS/XS
165,81,XL/XXL,XXL/XXXL
152,56,XXS/XS,XXS/XS
171,96,XL/XXL,XXL/XXXL
160,83,XL/XXL,XXL/XXXL
157,50,XXS,XXS
166,65,XS/S,S/M
156,70,S/M,M/L
154,66,S/M,M/L
156,59,XXS/XS,XXS/XS
162,72,M/L,L/XL
167,75,M/L,L/XL
160,67,S/M,M/L
167,78,L/XL,XL/XXL
166,51,XXS/XS,XXS/XS
157,63,XS/S,S/M
167,79,L/XL,XL/XXL
158,56,XXS/XS,XXS/XS
157,68,S/M,M/L
161,59,XXS/XS,XXS/XS
159,60,XXS/XS,XXS/XS
170,69,S/M,M/L
162,57,XXS/XS,XXS/XS
157,65,XS/S,S/M
166,60,XXS/XS,XXS/XS
159,77,L/XL,XL/XXL
164,76,L/XL,XL/XXL
152,66,S/M,M/L
176,78,L/XL,XL/XXL
150,51,XXS,XXS
170,66,S/M,M/L
165,65,XS/S,S/M
161,69,S/M,M/L
166,68,S/M,M/L
156,60,XXS/XS,XXS/XS
157,64,XS/S,S/M
148,54,XXS,XXS
163,53,XXS/XS,XXS/XS
160,78,L/XL,XL/XXL
155,43,XXS,XXS
155,74,M/L,L/XL
159,71,M/L,L/XL
167,72,M/L,L/XL
166,61,XS/S,S/M
155,57,XXS/XS,XXS/XS
159,65,XS/S,S/M
154,57,XXS/XS,XXS/XS
163,58,XXS/XS,XXS/XS
156,62,XS/S,S/M
150,53,XXS,XXS
168,65,XS/S,S/M
160,70,S/M,M/L
182,93,XL/XXL,XXL/XXXL
159,53,XXS,XXS
176,73,M/L,L/XL
165,55,XXS/XS,XXS/XS
162,65,XS/S,S/M
167,69,S/M,M/L
178,96,XL/XXL,XXL/XXXL
157,70,S/M,M/L
152,52,XXS,XXS
159,66,S/M,M/L
170,81,XL/XXL,XXL/XXXL
181,95,XL/XXL,XXL/XXXL
168,65,XS/S,S/M
156,50,XXS,XXS
155,54,XXS,XXS
164,68,S/M,M/L
163,60,XXS/XS,XXS/XS
156,66,S/M,M/L
156,59,XXS/XS,XXS/XS
158,61,XS/S,S/M
151,54,XXS,XXS
159,60,XXS/XS,XXS/XS
146,51,XXS,XXS
159,64,XS/S,S/M
166,66,S/M,M/L
171,79,L/XL,XL/XXL
163,59,XXS/XS,XXS/XS
162,73,M/L,L/XL
162,82,XL/XXL,XXL/XXXL
171,75,M/L,L/XL
160,59,XXS/XS,XXS/XS
174,86,XL/XXL,XXL/XXXL
165,68,S/M,M/L
167,76,L/XL,XL/XXL
163,72,M/L,L/XL
167,63,XS/S,S/M
164,55,XXS/XS,XXS/XS
169,76,L/XL,XL/XXL
167,69,S/M,M/L
163,63,XS/S,S/M
167,60,XXS/XS,XXS/XS
165,68,S/M,M/L
167,65,XS/S,S/M
150,53,XXS,XXS
167,73,M/L,L/XL
169,76,L/XL,XL/XXL
163,57,XXS/XS,XXS/XS
153,59,XXS/XS,XXS/XS
156,68,S/M,M/L
165,70,S/M,M/L
149,48,XXS,XXS
177,76,L/XL,XL/XXL
154,58,XXS/XS,XXS/XS
168,68,S/M,M/L
160,58,XXS/XS,XXS/XS
163,71,M/L,L/XL
169,64,XS/S,S/M
165,58,XXS/XS,XXS/XS
157,64,XS/S,S/M
165,56,XXS/XS,XXS/XS
154,47,XXS,XXS
167,59,XXS/XS,XXS/XS
165,66,S/M,M/L
159,64,XS/S,S/M
156,51,XXS,XXS
153,49,XXS,XXS
160,74,M/L,L/XL
161,68,S/M,M/L
155,50,XXS,XXS
167,59,XXS/XS,XXS/XS
166,71,M/L,L/XL
169,84,XL/XXL,XXL/XXXL
165,54,XXS/XS,XXS/XS
149,48,XXS,XXS
164,61,XS/S,S/M
165,72,M/L,L/XL
156,56,XXS/XS,XXS/XS
165,68,S/M,M/L
160,54,XXS,XXS
159,61,XS/S,S/M
162,67,S/M,M/L
172,74,M/L,L/XL
160,58,XXS/XS,XXS/XS
161,60,XXS/XS,XXS/XS
164,60,XXS/XS,XXS/XS
162,62,XS/S,S/M
159,60,XXS/XS,XXS/XS
148,47,XXS,XXS
169,78,L/XL,XL/XXL
168,72,M/L,L/XL
159,51,XXS,XXS
152,50,XXS,XXS
155,62,XS/S,S/M
170,78,L/XL,XL/XXL
158,57,XXS/XS,XXS/XS
161,67,S/M,M/L
164,53,XXS/XS,XXS/XS
158,63,XS/S,S/M
169,75,M/L,L/XL
155,51,XXS,XXS
161,60,XXS/XS,XXS/XS
172,70,S/M,M/L
162,78,L/XL,XL/XXL
168,61,XS/S,S/M
158,63,XS/S,S/M
154,54,XXS,XXS
168,61,XS/S,S/M
151,57,XXS/XS,XXS/XS
163,67,S/M,M/L
152,60,XXS/XS,XXS/XS
165,90,XL/XXL,XXL/XXXL
165,68,S/M,M/L
144,68,S/M,M/L
161,77,L/XL,XL/XXL
173,64,S/M,M/L
173,108,XL/XXL,XXL/XXXL
176,87,XL/XXL,XXL/XXXL
166,78,L/XL,XL/XXL
160,84,XL/XXL,XXL/XXXL
161,66,S/M,M/L
160,74,M/L,L/XL
158,82,XL/XXL,XXL/XXXL
163,69,S/M,M/L
170,69,S/M,M/L
159,52,XXS,XXS
172,78,L/XL,XL/XXL
165,66,S/M,M/L
159,55,XXS,XXS
163,84,XL/XXL,XXL/XXXL
173,83,XL/XXL,XXL/XXXL
169,73,M/L,L/XL
159,76,L/XL,XL/XXL
160,63,XS/S,S/M
164,70,S/M,M/L
157,62,XS/S,S/M
164,60,XXS/XS,XXS/XS
161,70,S/M,M/L
157,68,S/M,M/L
160,63,XS/S,S/M
162,56,XXS/XS,XXS/XS
172,72,M/L,L/XL
150,61,XS/S,S/M
165,61,XS/S,S/M
161,54,XXS/XS,XXS/XS
166,68,S/M,M/L
167,64,XS/S,S/M
163,63,XS/S,S/M
158,63,XS/S,S/M
168,68,S/M,M/L
166,68,S/M,M/L
175,75,M/L,L/XL
168,85,XL/XXL,XXL/XXXL
163,58,XXS/XS,XXS/XS
160,70,S/M,M/L
159,66,S/M,M/L
169,75,M/L,L/XL
160,63,XS/S,S/M
168,67,S/M,M/L
157,60,XXS/XS,XXS/XS
160,61,XS/S,S/M
155,58,XXS/XS,XXS/XS
165,71,M/L,L/XL
161,60,XXS/XS,XXS/XS
163,64,XS/S,S/M
143,47,XXS,XXS
167,75,M/L,L/XL
170,73,M/L,L/XL
167,68,S/M,M/L
160,62,XS/S,S/M
159,74,M/L,L/XL
162,59,XXS/XS,XXS/XS
159,64,XS/S,S/M
156,56,XXS/XS,XXS/XS
168,68,S/M,M/L
174,69,S/M,M/L
167,63,XS/S,S/M
166,72,M/L,L/XL
157,54,XXS,XXS
172,65,XS/S,S/M
170,70,S/M,M/L
162,58,XXS/XS,XXS/XS
167,73,M/L,L/XL
163,47,XXS/XS,XXS/XS
163,58,XXS/XS,XXS/XS
171,84,XL/XXL,XXL/XXXL
170,73,M/L,L/XL
159,60,XXS/XS,XXS/XS
164,65,XS/S,S/M
176,83,XL/XXL,XXL/XXXL
154,59,XXS/XS,XXS/XS
153,69,S/M,M/L
159,60,XXS/XS,XXS/XS
160,65,XS/S,S/M
156,55,XXS,XXS
158,65,XS/S,S/M
157,70,S/M,M/L
161,68,S/M,M/L
158,60,XXS/XS,XXS/XS
167,73,M/L,L/XL
170,56,XS/S,S/M
162,56,XXS/XS,XXS/XS
167,68,S/M,M/L
159,66,S/M,M/L
162,53,XXS/XS,XXS/XS
168,64,XS/S,S/M
168,77,L/XL,XL/XXL
162,56,XXS/XS,XXS/XS
167,67,S/M,M/L
165,60,XXS/XS,XXS/XS
158,54,XXS,XXS
159,66,S/M,M/L
156,74,M/L,L/XL
167,62,XS/S,S/M
143,58,XXS/XS,XXS/XS
171,81,XL/XXL,XXL/XXXL
158,51,XXS,XXS
164,71,M/L,L/XL
167,60,XXS/XS,XXS/XS
155,59,XXS/XS,XXS/XS
152,63,XS/S,S/M
161,71,M/L,L/XL
164,57,XXS/XS,XXS/XS
173,71,M/L,L/XL
160,54,XXS,XXS
140,42,XXS,XXS
162,58,XXS/XS,XXS/XS
174,82,XL/XXL,XXL/XXXL
168,74,M/L,L/XL
160,76,L/XL,XL/XXL
165,85,XL/XXL,XXL/XXXL
159,67,S/M,M/L
178,76,L/XL,XL/XXL
169,69,S/M,M/L
165,75,M/L,L/XL
158,66,S/M,M/L
152,48,XXS,XXS
168,83,XL/XXL,XXL/XXXL
167,75,M/L,L/XL
164,78,L/XL,XL/XXL
164,59,XXS/XS,XXS/XS
159,76,L/XL,XL/XXL
173,67,S/M,M/L
152,51,XXS,XXS
162,66,S/M,M/L
164,66,S/M,M/L
155,61,XS/S,S/M
163,72,M/L,L/XL
161,70,S/M,M/L
146,42,XXS,XXS
174,72,M/L,L/XL
161,76,L/XL,XL/XXL
163,71,M/L,L/XL
170,79,L/XL,XL/XXL
166,70,S/M,M/L
158,72,M/L,L/XL
160,60,XXS/XS,XXS/XS
162,80,L/XL,XL/XXL
157,62,XS/S,S/M
151,76,L/XL,XL/XXL
157,57,XXS/XS,XXS/XS
164,63,XS/S,S/M
165,74,M/L,L/XL
153,65,XS/S,S/M
168,63,XS/S,S/M
155,52,XXS,XXS
163,76,L/XL,XL/XXL
169,93,XL/XXL,XXL/XXXL
155,66,S/M,M/L
162,62,XS/S,S/M
166,94,XL/XXL,XXL/XXXL
159,64,XS/S,S/M
154,69,S/M,M/L
163,64,XS/S,S/M
154,52,XXS,XXS
162,49,XXS/XS,XXS/XS
156,74,M/L,L/XL
175,85,XL/XXL,XXL/XXXL
162,77,L/XL,XL/XXL
157,64,XS/S,S/M
159,72,M/L,L/XL
154,69,S/M,M/L
173,73,M/L,L/XL
167,72,M/L,L/XL
167,81,XL/XXL,XXL/XXXL
160,57,XXS/XS,XXS/XS
163,66,S/M,M/L
168,80,L/XL,XL/XXL
171,85,XL/XXL,XXL/XXXL
163,66,S/M,M/L
166,70,S/M,M/L
170,57,XS/S,S/M
162,52,XXS/XS,XXS/XS
171,80,L/XL,XL/XXL
162,83,XL/XXL,XXL/XXXL
161,75,M/L,L/XL
160,61,XS/S,S/M
166,67,S/M,M/L
164,70,S/M,M/L
167,65,XS/S,S/M
162,71,M/L,L/XL
172,102,XL/XXL,XXL/XXXL
160,75,M/L,L/XL
156,65,XS/S,S/M
172,64,XS/S,S/M
163,68,S/M,M/L
173,86,XL/XXL,XXL/XXXL
168,94,XL/XXL,XXL/XXXL
172,63,XS/S,S/M
178,106,XL/XXL,XXL/XXXL
164,63,XS/S,S/M
156,68,S/M,M/L
164,63,XS/S,S/M
155,71,M/L,L/XL
164,87,XL/XXL,XXL/XXXL
163,75,M/L,L/XL
158,85,XL/XXL,XXL/XXXL
162,82,XL/XXL,XXL/XXXL
163,55,XXS/XS,XXS/XS
164,82,XL/XXL,XXL/XXXL
160,66,S/M,M/L
171,63,XS/S,S/M
172,79,L/XL,XL/XXL
157,58,XXS/XS,XXS/XS
161,76,L/XL,XL/XXL
152,67,S/M,M/L
160,54,XXS,XXS
161,69,S/M,M/L
160,61,XS/S,S/M
170,85,XL/XXL,XXL/XXXL
157,58,XXS/XS,XXS/XS
159,74,M/L,L/XL
160,60,XXS/XS,XXS/XS
159,69,S/M,M/L
163,67,S/M,M/L
166,88,XL/XXL,XXL/XXXL
156,65,XS/S,S/M
163,82,XL/XXL,XXL/XXXL
159,55,XXS,XXS
162,71,M/L,L/XL
161,82,XL/XXL,XXL/XXXL
168,96,XL/XXL,XXL/XXXL
159,62,XS/S,S/M
156,43,XXS,XXS
164,75,M/L,L/XL
171,55,XS/S,S/M
156,57,XXS/XS,XXS/XS
157,71,M/L,L/XL
166,77,L/XL,XL/XXL
160,65,XS/S,S/M
163,57,XXS/XS,XXS/XS
169,84,XL/XXL,XXL/XXXL
163,67,S/M,M/L
163,76,L/XL,XL/XXL
166,66,S/M,M/L
160,67,S/M,M/L
169,70,S/M,M/L
159,63,XS/S,S/M
169,64,XS/S,S/M
162,65,XS/S,S/M
161,78,L/XL,XL/XXL
161,58,XXS/XS,XXS/XS
163,58,XXS/XS,XXS/XS
171,78,L/XL,XL/XXL
151,67,S/M,M/L
163,86,XL/XXL,XXL/XXXL
157,60,XXS/XS,XXS/XS
167,95,XL/XXL,XXL/XXXL
166,64,XS/S,S/M
159,61,XS/S,S/M
160,71,M/L,L/XL
159,76,L/XL,XL/XXL
161,65,XS/S,S/M
181,77,L/XL,XL/XXL
163,73,M/L,L/XL
163,54,XXS/XS,XXS/XS
175,80,L/XL,XL/XXL
162,69,S/M,M/L
168,64,XS/S,S/M
158,65,XS/S,S/M
163,87,XL/XXL,XXL/XXXL
162,58,XXS/XS,XXS/XS
163,79,L/XL,XL/XXL
174,76,L/XL,XL/XXL
164,57,XXS/XS,XXS/XS
160,87,XL/XXL,XXL/XXXL
160,76,L/XL,XL/XXL
151,54,XXS,XXS
165,82,XL/XXL,XXL/XXXL
171,65,XS/S,S/M
153,57,XXS/XS,XXS/XS
159,71,M/L,L/XL
163,72,M/L,L/XL
164,71,M/L,L/XL
166,83,XL/XXL,XXL/XXXL
165,60,XXS/XS,XXS/XS
177,76,L/XL,XL/XXL
175,93,XL/XXL,XXL/XXXL
174,57,S/M,M/L
160,58,XXS/XS,XXS/XS
163,55,XXS/XS,XXS/XS
155,69,S/M,M/L
157,64,XS/S,S/M
162,59,XXS/XS,XXS/XS
153,60,XXS/XS,XXS/XS
154,66,S/M,M/L
174,67,S/M,M/L
162,63,XS/S,S/M
158,61,XS/S,S/M
156,64,XS/S,S/M
165,58,XXS/XS,XXS/XS
161,79,L/XL,XL/XXL
163,60,XXS/XS,XXS/XS
170,82,XL/XXL,XXL/XXXL
154,56,XXS/XS,XXS/XS
165,51,XXS/XS,XXS/XS
169,60,XS/S,S/M
172,71,M/L,L/XL
158,68,S/M,M/L
167,94,XL/XXL,XXL/XXXL
172,68,S/M,M/L
161,67,S/M,M/L
174,68,S/M,M/L
170,78,L/XL,XL/XXL
168,70,S/M,M/L
159,50,XXS,XXS
168,59,XXS/XS,XXS/XS
170,76,L/XL,XL/XXL
165,78,L/XL,XL/XXL
156,71,M/L,L/XL
165,66,S/M,M/L
168,73,M/L,L/XL
152,54,XXS,XXS
161,67,S/M,M/L
162,64,XS/S,S/M
161,66,S/M,M/L
159,77,L/XL,XL/XXL
164,70,S/M,M/L
161,59,XXS/XS,XXS/XS
152,56,XXS/XS,XXS/XS
169,92,XL/XXL,XXL/XXXL
164,80,L/XL,XL/XXL
167,77,L/XL,XL/XXL
166,70,S/M,M/L
160,59,XXS/XS,XXS/XS
158,64,XS/S,S/M
167,84,XL/XXL,XXL/XXXL
153,54,XXS,XXS
156,71,M/L,L/XL
147,57,XXS/XS,XXS/XS
153,52,XXS,XXS
164,72,M/L,L/XL
165,51,XXS/XS,XXS/XS
164,63,XS/S,S/M
158,53,XXS,XXS
160,59,XXS/XS,XXS/XS
156,60,XXS/XS,XXS/XS
150,57,XXS/XS,XXS/XS
146,49,XXS,XXS
163,68,S/M,M/L
158,68,S/M,M/L
160,63,XS/S,S/M
165,77,L/XL,XL/XXL
160,63,XS/S,S/M
170,78,L/XL,XL/XXL
160,60,XXS/XS,XXS/XS
166,77,L/XL,XL/XXL
163,61,XS/S,S/M
149,46,XXS,XXS
161,59,XXS/XS,XXS/XS
155,57,XXS/XS,XXS/XS
163,62,XS/S,S/M
157,61,XS/S,S/M
153,51,XXS,XXS
155,63,XS/S,S/M
157,65,XS/S,S/M
167,64,XS/S,S/M
157,56,XXS/XS,XXS/XS
163,66,S/M,M/L
157,59,XXS/XS,XXS/XS
167,53,XXS/XS,XXS/XS
170,75,M/L,L/XL
160,70,S/M,M/L
159,65,XS/S,S/M
161,64,XS/S,S/M
167,68,S/M,M/L
168,71,M/L,L/XL
152,49,XXS,XXS
160,52,XXS,XXS
176,74,M/L,L/XL
164,75,M/L,L/XL
158,60,XXS/XS,XXS/XS
149,43,XXS,XXS
156,75,M/L,L/XL
156,71,M/L,L/XL
166,72,M/L,L/XL
161,76,L/XL,XL/XXL
168,66,S/M,M/L
163,60,XXS/XS,XXS/XS
162,69,S/M,M/L
153,63,XS/S,S/M
153,60,XXS/XS,XXS/XS
167,81,XL/XXL,XXL/XXXL
168,77,L/XL,XL/XXL
158,53,XXS,XXS
158,67,S/M,M/L
171,69,S/M,M/L
165,80,L/XL,XL/XXL
170,72,M/L,L/XL
160,63,XS/S,S/M
160,65,XS/S,S/M
149,48,XXS,XXS
156,65,XS/S,S/M
167,66,S/M,M/L
161,66,S/M,M/L
157,67,S/M,M/L
156,59,XXS/XS,XXS/XS
162,65,XS/S,S/M
174,65,S/M,M/L
163,68,S/M,M/L
169,89,XL/XXL,XXL/XXXL
150,64,XS/S,S/M
163,85,XL/XXL,XXL/XXXL
154,56,XXS/XS,XXS/XS
149,61,XS/S,S/M
164,66,S/M,M/L
170,71,M/L,L/XL
161,58,XXS/XS,XXS/XS
154,57,XXS/XS,XXS/XS
160,56,XXS/XS,XXS/XS
158,61,XS/S,S/M
154,53,XXS,XXS
163,67,S/M,M/L
167,77,L/XL,XL/XXL
156,65,XS/S,S/M
162,66,S/M,M/L
161,54,XXS/XS,XXS/XS
154,53,XXS,XXS
159,81,XL/XXL,XXL/XXXL
160,61,XS/S,S/M
169,77,L/XL,XL/XXL
161,72,M/L,L/XL
155,66,S/M,M/L
167,80,L/XL,XL/XXL
160,52,XXS,XXS
155,47,XXS,XXS
168,84,XL/XXL,XXL/XXXL
158,68,S/M,M/L
164,64,XS/S,S/M
165,67,S/M,M/L
151,50,XXS,XXS
175,74,M/L,L/XL
169,67,S/M,M/L
157,57,XXS/XS,XXS/XS
165,59,XXS/XS,XXS/XS
165,66,S/M,M/L
150,50,XXS,XXS
165,74,M/L,L/XL
163,75,M/L,L/XL
158,63,XS/S,S/M
163,76,L/XL,XL/XXL
161,80,L/XL,XL/XXL
167,76,L/XL,XL/XXL
163,52,XXS/XS,XXS/XS
164,65,XS/S,S/M
157,72,M/L,L/XL
160,55,XXS,XXS
165,59,XXS/XS,XXS/XS
162,75,M/L,L/XL
159,60,XXS/XS,XXS/XS
161,66,S/M,M/L
167,69,S/M,M/L
156,61,XS/S,S/M
172,74,M/L,L/XL
159,67,S/M,M/L
163,57,XXS/XS,XXS/XS
165,80,L/XL,XL/XXL
170,63,XS/S,S/M
167,68,S/M,M/L
163,73,M/L,L/XL
160,67,S/M,M/L
161,66,S/M,M/L
170,70,S/M,M/L
173,70,S/M,M/L
171,58,XS/S,S/M
157,49,XXS,XXS
164,73,M/L,L/XL
178,99,XL/XXL,XXL/XXXL
160,64,XS/S,S/M
167,72,M/L,L/XL
163,90,XL/XXL,XXL/XXXL
157,75,M/L,L/XL
159,65,XS/S,S/M
159,70,S/M,M/L
154,64,XS/S,S/M
160,63,XS/S,S/M
168,66,S/M,M/L
164,66,S/M,M/L
156,49,XXS,XXS
159,55,XXS,XXS
167,92,XL/XXL,XXL/XXXL
167,69,S/M,M/L
152,56,XXS/XS,XXS/XS
161,60,XXS/XS,XXS/XS
162,64,XS/S,S/M
151,64,XS/S,S/M
162,70,S/M,M/L
160,58,XXS/XS,XXS/XS
167,84,XL/XXL,XXL/XXXL
160,69,S/M,M/L
161,73,M/L,L/XL
162,47,XXS/XS,XXS/XS
165,60,XXS/XS,XXS/XS
159,51,XXS,XXS
165,71,M/L,L/XL
177,88,XL/XXL,XXL/XXXL
154,53,XXS,XXS
167,74,M/L,L/XL
158,62,XS/S,S/M
159,57,XXS/XS,XXS/XS
162,56,XXS/XS,XXS/XS
158,64,XS/S,S/M
161,52,XXS/XS,XXS/XS
155,64,XS/S,S/M
169,75,M/L,L/XL
167,74,M/L,L/XL
169,75,M/L,L/XL
161,55,XXS/XS,XXS/XS
176,85,XL/XXL,XXL/XXXL
157,81,XL/XXL,XXL/XXXL
167,82,XL/XXL,XXL/XXXL
153,50,XXS,XXS
150,60,XXS/XS,XXS/XS
170,69,S/M,M/L
153,64,XS/S,S/M
162,65,XS/S,S/M
171,58,XS/S,S/M
155,60,XXS/XS,XXS/XS
159,60,XXS/XS,XXS/XS
161,66,S/M,M/L
170,70,S/M,M/L
161,61,XS/S,S/M
159,65,XS/S,S/M
156,58,XXS/XS,XXS/XS
166,52,XXS/XS,XXS/XS
166,70,S/M,M/L
165,67,S/M,M/L
154,62,XS/S,S/M
157,62,XS/S,S/M
161,50,XXS/XS,XXS/XS
161,59,XXS/XS,XXS/XS
151,50,XXS,XXS
155,52,XXS,XXS
172,83,XL/XXL,XXL/XXXL
159,62,XS/S,S/M
160,70,S/M,M/L
164,66,S/M,M/L
163,73,M/L,L/XL
171,84,XL/XXL,XXL/XXXL
154,54,XXS,XXS
166,60,XXS/XS,XXS/XS
161,67,S/M,M/L
159,71,M/L,L/XL
161,65,XS/S,S/M
165,77,L/XL,XL/XXL
164,66,S/M,M/L
169,70,S/M,M/L
164,75,M/L,L/XL
175,85,XL/XXL,XXL/XXXL
165,67,S/M,M/L
163,63,XS/S,S/M
170,74,M/L,L/XL
168,56,XXS/XS,XXS/XS
164,72,M/L,L/XL
156,64,XS/S,S/M
153,44,XXS,XXS
151,59,XXS/XS,XXS/XS
164,69,S/M,M/L
145,44,XXS,XXS
175,72,M/L,L/XL
155,70,S/M,M/L
168,64,XS/S,S/M
158,65,XS/S,S/M
158,62,XS/S,S/M
164,73,M/L,L/XL
175,85,XL/XXL,XXL/XXXL
160,75,M/L,L/XL
161,79,L/XL,XL/XXL
171,83,XL/XXL,XXL/XXXL
158,59,XXS/XS,XXS/XS
159,51,XXS,XXS
161,62,XS/S,S/M
166,81,XL/XXL,XXL/XXXL
161,61,XS/S,S/M
159,54,XXS,XXS
160,60,XXS/XS,XXS/XS
169,79,L/XL,XL/XXL
151,61,XS/S,S/M
153,60,XXS/XS,XXS/XS
163,88,XL/XXL,XXL/XXXL
167,84,XL/XXL,XXL/XXXL
161,79,L/XL,XL/XXL
165,63,XS/S,S/M
164,56,XXS/XS,XXS/XS
165,77,L/XL,XL/XXL
161,73,M/L,L/XL
167,85,XL/XXL,XXL/XXXL
152,64,XS/S,S/M
151,50,XXS,XXS
